Dis No,Year,Seq,Disaster Group,DisasterSubgroup,Disaster Type,Disaster Subtype,value,Entry Criteria,Country,ISO,Region,Associated Dis,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,StartMonth,Start Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$)
2001-0514-EST,2001,514,Technological,Technological,Miscellaneous accident,Other,1,Kill,Estonia,EST,Northern Europe,,,,,,,,,,,2001,9,8,22,30,,,30,,,
2002-0743-CHE,2002,743,Natural,Hydrological,Landslide,Mudslide,1,Affected,Switzerland,CHE,Western Europe,"Slide (land, mud, snow, rock)",,Yes,,,,,,,,2002,11,14,1,,231,,231,,30000,180000
2002-0879-ESP,2002,879,Natural,Hydrological,Flood,Flash flood,1,Affected,Spain,ESP,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2002,3,31,6,50,,,50,,,87000
2002-0467-DEU,2002,467,Natural,Hydrological,Flood,,1,Kill,Germany,DEU,Western Europe,Rain,,Yes,,,Km2,,,,,2002,8,11,27,108,330000,,330108,,1800000,11600000
2002-0010-ALB,2002,10,Natural,Meteorological,Storm,Convective storm,1,Declar/Int,Albania,ALB,Southern Europe,Cold wave,,Yes,,,Kph,,,,,2002,1,8,6,,125000,,125000,,,
2002-0055-DEU,2002,55,Natural,Meteorological,Storm,,1,Regional,Germany,DEU,Western Europe,Flood,,,,,Kph,,,,,2002,1,28,4,6,,,6,,100000,150000
2002-0709-ESP,2002,709,Technological,Technological,Industrial accident,Other,1,Affected,Spain,ESP,Southern Europe,Oil spill,No,No,,,m3,,,,,2002,11,17,,,734,,734,,,9960407
2002-0607-ALB,2002,607,Natural,Hydrological,Flood,Riverine flood,1,Affect,Albania,ALB,Southern Europe,,Yes,Yes,1203,11920,Km2,,,,Osum River,2002,9,21,1,,66884,,66884,,,17500
2002-0417-ALB,2002,417,Natural,Biological,Epidemic,,1,Affect,Albania,ALB,Southern Europe,,,,,,Vaccinated,,,,,2002,7,,,,226,,226,,,
2002-0489-AUT,2002,489,Natural,Hydrological,Flood,Riverine flood,1,Affect,Austria,AUT,Western Europe,,,,,,Km2,,,,,2002,8,12,9,,60000,,60000,,400000,2400000
2002-0675-AUT,2002,675,Natural,Meteorological,Storm,Extra-tropical storm,1,Regional,Austria,AUT,Western Europe,,,,,,Kph,,,,,2002,10,27,2,,,,,,,5000
2002-0706-AUT,2002,706,Natural,Meteorological,Storm,,1,Affect,Austria,AUT,Western Europe,,,,,160,Kph,,,,,2002,11,14,1,,300,,300,,,
2002-0050-BEL,2002,50,Natural,Hydrological,Flood,Riverine flood,1,Affect,Belgium,BEL,Western Europe,,,,,,Km2,,,,,2002,1,27,,,600,,600,,,
2002-0813-BEL,2002,813,Natural,Hydrological,Flood,Riverine flood,1,Waiting,Belgium,BEL,Western Europe,,,,,,Km2,,,,,2002,12,24,2,,,,,,,
2002-0672-BEL,2002,672,Natural,Meteorological,Storm,Extra-tropical storm,1,Regional,Belgium,BEL,Western Europe,,,,,140,Kph,,,,,2002,10,26,5,,,,,,,5000
2002-0101-BEL,2002,101,Natural,Hydrological,Flood,,1,Waiting,Belgium,BEL,Western Europe,,,,,,Km2,,,,,2002,2,11,,,1200,,1200,,,
2002-0550-BEL,2002,550,Natural,Hydrological,Flood,,1,Affect,Belgium,BEL,Western Europe,,,,,,Km2,,,,,2002,8,26,,,600,,600,,,
2002-0552-BGR,2002,552,Natural,Hydrological,Flood,,1,Regional,Bulgaria,BGR,Eastern Europe,,,,,,Km2,,,,,2002,8,10,1,,,,,,,1000
2002-0858-CHE,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,Switzerland,CHE,Western Europe,,No,No,,,Vaccinated,,,,,2003,3,9,,,1,,1,,,
2002-0558-CHE,2002,558,Natural,Hydrological,Landslide,,1,Waiting,Switzerland,CHE,Western Europe,,,,,,,,,,,2002,8,31,3,,50,,50,,,
2002-0676-CHE,2002,676,Natural,Meteorological,Storm,,1,Regional,Switzerland,CHE,Western Europe,,,,,,Kph,,,,,2002,10,27,1,2,,,2,,,
2002-0479-CZE,2002,479,Natural,Hydrological,Flood,Riverine flood,1,Affect,Czech Republic (the),CZE,Eastern Europe,,,,8207,8000,Km2,,,,"Vltava, Blanice, Malse, Berounka, Slavkovsky, Uhlava, Luznice, Otava, Labe, Sazava",2002,8,7,18,,200000,,200000,,1200000,2400000
2002-0678-CZE,2002,678,Natural,Meteorological,Storm,Extra-tropical storm,1,Regional,Czech Republic (the),CZE,Eastern Europe,,,,,,Kph,,,,,2002,10,26,2,,,,,,10000,20000
2002-0011-CZE,2002,11,Natural,Meteorological,Storm,,1,Declar/Int,Czech Republic (the),CZE,Eastern Europe,,,Yes,,,Kph,,,,,2002,1,,,,,,,,,
2002-0674-DEU,2002,674,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Germany,DEU,Western Europe,,,,,180,Kph,,,,,2002,10,26,11,,,,,,1200000,1800000
2002-0168-DEU,2002,168,Natural,Biological,Epidemic,Viral disease,1,Affect,Germany,DEU,Western Europe,,No,No,,,Vaccinated,,,,,2002,2,1,,,600,,600,,,
2002-0858-DEU,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,Germany,DEU,Western Europe,,No,No,,,Vaccinated,,,,,2003,3,9,,,9,,9,,,
2002-0394-DEU,2002,394,Technological,Technological,Transport accident,Air,1,Kill,Germany,DEU,Western Europe,,,,,,,,,,,2002,7,1,71,,,,,,,
2002-0591-DEU,2002,591,Technological,Technological,Industrial accident,Chemical spill,1,Affect,Germany,DEU,Western Europe,,,,,,m3,,,,,2002,9,,,371,,,371,,,
2002-0420-DEU,2002,420,Natural,Meteorological,Storm,,1,Affected,Germany,DEU,Western Europe,,,,,150,Kph,,,,,2002,7,10,7,13,,,13,,,100000
2002-0681-DNK,2002,681,Natural,Meteorological,Storm,Convective storm,1,Regional,Denmark,DNK,Northern Europe,,,,,,Kph,,,,,2002,10,27,1,,,,,,,
2002-0858-ESP,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,Spain,ESP,Southern Europe,,No,No,,,Vaccinated,,,,,2003,3,26,,,1,,1,,,
2002-0465-ESP,2002,465,Technological,Technological,Transport accident,Water,1,Kill,Spain,ESP,Southern Europe,,,,,,,,,,,2002,8,1,13,,,,,,,
2002-0649-ESP,2002,649,Technological,Technological,Transport accident,Water,1,Kill,Spain,ESP,Southern Europe,,,,,,,,,,,2002,10,8,12,,,,,,,
2002-0179-ESP,2002,179,Technological,Technological,Transport accident,Rail,1,Affect,Spain,ESP,Southern Europe,,,,,,,,,,,2002,3,30,2,142,,,142,,,
2002-0486-ESP,2002,486,Technological,Technological,Miscellaneous accident,Other,1,Affect,Spain,ESP,Southern Europe,,,,,,,,,,,2002,6,22,,876,,,876,,,
2003-0001-BEL,2003,1,Natural,Hydrological,Flood,Riverine flood,1,Waiting,Belgium,BEL,Western Europe,,,,,,Km2,,,,"Meuse, Dender",2003,1,1,,,,,,,,
2003-0003-CHE,2003,3,Natural,Meteorological,Storm,Extra-tropical storm,1,SigDam,Switzerland,CHE,Western Europe,,,,,163,Kph,,,,,2003,1,2,,7,,,7,,,5000
2003-0122-CZE,2003,122,Technological,Technological,Transport accident,Road,1,Kill,Czech Republic (the),CZE,Eastern Europe,,No,No,,,,,,,,2003,3,8,19,35,,,35,,,
2003-0003-DEU,2003,3,Natural,Meteorological,Storm,Extra-tropical storm,1,SigDam,Germany,DEU,Western Europe,,,,,,Kph,,,,,2003,1,2,5,,,,,,100000,300000
2001-0642-GRC,2001,642,Natural,Hydrological,Flood,Riverine flood,1,Affect,Greece,GRC,Southern Europe,"Slide (land, mud, snow, rock)",,,,480,Km2,,,,,2001,11,29,,,600,,600,,,
2001-0324-FRA,2001,324,Natural,Meteorological,Storm,Convective storm,1,Kill,France,FRA,Western Europe,,,,,149,Kph,,,,,2001,7,6,12,85,,,85,,,
2001-0583-FRA,2001,583,Natural,Meteorological,Storm,Convective storm,1,Affect,France,FRA,Western Europe,,,,,,Kph,,,,,2001,10,20,2,35,300,,335,,,
2001-0193-FRA,2001,193,Natural,Hydrological,Flood,Riverine flood,1,Affect,France,FRA,Western Europe,,,,,78100,Km2,,,,"Saone, Seine, Rhone-Saone, Avre, Iton.",2001,3,21,3,,8100,,8100,,,132350
2001-0229-FRA,2001,229,Natural,Hydrological,Flood,Riverine flood,1,Affect,France,FRA,Western Europe,,,,,9210,Km2,,,,Somme River,2001,4,7,,,7371,,7371,,,
2001-0535-FRA,2001,535,Technological,Technological,Industrial accident,Explosion,1,Kill,France,FRA,Western Europe,,,,,,m3,,,10:17,,2001,9,21,31,2442,15000,,17442,,,
2001-0355-FRA,2001,355,Technological,Technological,Miscellaneous accident,Collapse,1,Affect,France,FRA,Western Europe,,,,,,,,,,,2001,1,10,,,240,,240,,,
2001-0323-FRA,2001,323,Natural,Hydrological,Flood,,1,Affect,France,FRA,Western Europe,,,,,,Km2,,,,,2001,7,4,,1,720,,721,,,
2001-0743-FRA,2001,743,Natural,Hydrological,Flood,,1,Affect,France,FRA,Western Europe,,,,,,Km2,,,,,2001,7,8,,,300,,300,,,
2001-0645-GBR,2001,645,Natural,Hydrological,Flood,Flash flood,1,SigDis,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,5680,Km2,,,,"Cam, Colne, Roman, Stour.",2001,10,21,,,90,,90,,,
2001-0788-GBR,2001,788,Natural,Biological,Epidemic,Bacterial disease,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,No,No,,,Vaccinated,,,,,2001,1,,11,,30,,30,,,
2001-0101-GBR,2001,101,Technological,Technological,Transport accident,Rail,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,,,,,,2001,2,28,13,70,,,70,,,
2001-0131-GBR,2001,131,Natural,Hydrological,Flood,,1,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,,2001,2,9,,,150,,150,,,
2001-0749-GRC,2001,749,Natural,Geophysical,Earthquake,Ground movement,1,Affect,Greece,GRC,Southern Europe,,,,,7,Richter,39.059,24.244,,,2001,7,26,,,300,,300,,,
2001-0739-HRV,2001,739,Natural,Hydrological,Flood,,1,Affect,Croatia,HRV,Southern Europe,,,,,100,Km2,,,,,2001,9,6,,,1200,,1200,,,
2001-0095-HUN,2001,95,Natural,Hydrological,Flood,Riverine flood,1,Affect,Hungary,HUN,Eastern Europe,,,,85,,Km2,,,,"Tisza, Tur",2001,3,4,,,10000,,10000,,,5000
2001-0686-HUN,2001,686,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Hungary,HUN,Eastern Europe,,,,,-20,?,,,,,2001,12,,81,,,,,,,
2001-0386-ITA,2001,386,Natural,Meteorological,Storm,Convective storm,1,Regional,Italy,ITA,Southern Europe,,,,,,Kph,,,,,2001,7,6,,,,,,,30000,175000
2001-0378-ITA,2001,378,Natural,Geophysical,Volcanic activity,Ash fall,1,Declar/Int,Italy,ITA,Southern Europe,,,,,,,37.734,15.004,,,2001,7,18,,,,,,,,3100
2001-0536-ITA,2001,536,Natural,Hydrological,Flood,Flash flood,1,Declar/Int,Italy,ITA,Southern Europe,,,,,69,Km2,,,,,2001,9,14,2,,,,,,,100000
2001-0548-ITA,2001,548,Technological,Technological,Transport accident,Air,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2001,10,8,118,,,,,,,
2001-0675-ITA,2001,675,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2001,12,16,19,7,,,7,,,
2001-0714-LTU,2001,714,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Lithuania,LTU,Northern Europe,,,,,,?,,,,,2001,12,,20,,,,,,,
2001-0713-LVA,2001,713,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Latvia,LVA,Northern Europe,,,,,-25,?,,,,,2001,10,,21,,,,,,,
2001-0692-MKD,2001,692,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,,,,-25,?,,,,,2001,12,,15,,,,,,,
2001-0423-MKD,2001,423,Technological,Technological,Transport accident,Road,1,Kill,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,,,,,,,,,,,2001,8,6,10,6,,,6,,,
2001-0759-NOR,2001,759,Natural,Hydrological,Flood,,1,Affect,Norway,NOR,Northern Europe,,,,,,Km2,,,,,2001,12,1,,,1500,,1500,,,
2001-0390-POL,2001,390,Natural,Hydrological,Flood,Flash flood,1,Kill,Poland,POL,Eastern Europe,,,,14702,47890,Km2,,,,"Biala, Oder, Vistula, Paleczka, Czarna, San.",2001,7,20,27,,15000,,15000,,30000,700000
2001-0661-POL,2001,661,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Poland,POL,Eastern Europe,,,,,-25,?,,,,,2001,10,10,270,,,,,,,
2001-0558-PRT,2001,558,Natural,Climatological,Wildfire,Forest fire,1,SigDis,Portugal,PRT,Southern Europe,,,,,428,Km2,,,,,2001,9,,,,,,,,,
2001-0128-PRT,2001,128,Technological,Technological,Transport accident,Road,1,Kill,Portugal,PRT,Southern Europe,,,,,,,,,,,2001,3,24,14,22,,,22,,,
2001-0288-ROU,2001,288,Natural,Hydrological,Flood,Riverine flood,1,Affect,Romania,ROU,Eastern Europe,,,,,14270,Km2,,,,Obnica River,2001,6,19,7,3,10800,,10803,,,120000
2001-0663-ROU,2001,663,Natural,Meteorological,Extreme temperature,Cold wave,1,Waiting,Romania,ROU,Eastern Europe,,,,,-31,?,,,,,2001,12,1,10,,,,,,,
2001-0341-ROU,2001,341,Technological,Technological,Miscellaneous accident,Explosion,1,Kill,Romania,ROU,Eastern Europe,,,,,,,,,,,2001,6,5,10,,,,,,,
2001-0418-ROU,2001,418,Technological,Technological,Industrial accident,Explosion,1,Kill,Romania,ROU,Eastern Europe,,,,,,m3,,,,,2001,8,6,14,2,,,2,,,
2001-0257-RUS,2001,257,Natural,Meteorological,Storm,Convective storm,1,Affect,Russian Federation (the),RUS,Eastern Europe,,,,,,Kph,,,,,2001,5,15,,28,12000,400,12428,,,17200
2001-0264-RUS,2001,264,Natural,Meteorological,Storm,Convective storm,1,SigDis,Russian Federation (the),RUS,Eastern Europe,,,,,,Kph,,,,,2001,3,3,8,,,,,,,
2001-0388-RUS,2001,388,Natural,Hydrological,Flood,Coastal flood,1,Affect,Russian Federation (the),RUS,Eastern Europe,,,,,231500,Km2,,,,"Tunka, Oka, Slyudyanka. Upper reaches of Ob, Lena and Yenisei Rivers. Selenga and Uda Rivers",2001,7,7,11,,300000,,300000,,,33000
2001-0227-RUS,2001,227,Natural,Hydrological,Flood,Riverine flood,1,Affect,Russian Federation (the),RUS,Eastern Europe,,,,597,2857000,Km2,,,,"Lena, Aldan, Yenisei, Kacha, Tuba, Podkammennaya Tunguska, Yenisei Rivers, Ob, Biya and Katun, Belaya river",2001,5,12,10,,50305,,50305,,,241000
2001-0420-RUS,2001,420,Natural,Hydrological,Flood,Riverine flood,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,36650,Km2,,,,"Sedanka, Partizanskaya.",2001,8,6,16,,25000,,25000,,,17000
2001-0579-RUS,2001,579,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,-26,?,,,,,2001,10,,332,174,,,174,,,
2001-0404-RUS,2001,404,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,30,?,,,,,2001,7,,276,,,,,,,
2001-0575-RUS,2001,575,Natural,Climatological,Wildfire,Forest fire,1,SigDis,Russian Federation (the),RUS,Eastern Europe,,,,,485,Km2,,,,,2001,10,1,,,,,,,,
2001-0747-RUS,2001,747,Natural,Climatological,Wildfire,Forest fire,1,SigDis,Russian Federation (the),RUS,Eastern Europe,,,,,300,Km2,,,,,2001,5,,,,,,,,,
2001-0352-RUS,2001,352,Natural,Biological,Insect infestation,Locust,1,SigDis,Russian Federation (the),RUS,Eastern Europe,,,,,809,,,,,,2001,6,,,,,,,,,
2001-0317-RUS,2001,317,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,7,3,145,,,,,,,
2001-0416-RUS,2001,416,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,7,14,10,,,,,,,
2001-0576-RUS,2001,576,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,10,4,78,,,,,,,
2001-0617-RUS,2001,617,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,11,9,11,,,,,,,
2001-0628-RUS,2001,628,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,11,19,27,,,,,,,
2001-0760-RUS,2001,760,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,12,2,18,,,,,,,
2001-0656-RUS,2001,656,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,12,4,11,2,,,2,,,
2001-0226-RUS,2001,226,Technological,Technological,Transport accident,Rail,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2001,5,23,12,18,,,18,,,
2001-0632-SPI,2001,632,Natural,Hydrological,Flood,,1,Affect,Canary Is,SPI,Southern Europe,,,,,,Km2,,,,,2001,11,20,7,,300,,300,,,
2001-0730-SCG,2001,730,Natural,Biological,Epidemic,Bacterial disease,1,Affect,Serbia Montenegro,SCG,Southern Europe,,,,,,Vaccinated,,,,,2001,11,1,,,170,,170,,,
2001-0390-SVK,2001,390,Natural,Hydrological,Flood,Flash flood,1,Kill,Slovakia,SVK,Eastern Europe,,,,,,Km2,,,,,2001,7,24,1,,,,,,5500,6000
2002-0690-ITA,2002,690,Natural,Geophysical,Earthquake,Ground movement,1,Kill,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,,,6,Richter,41.789,14.872,10:32,,2002,10,31,30,33,,8500,8533,,,796000
2002-0343-ITA,2002,343,Natural,Hydrological,Flood,Flash flood,1,Declar/Int,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,Cervo,2002,6,6,,,,,,,,
2002-0740-ITA,2002,740,Natural,Hydrological,Flood,Riverine flood,1,Affect,Italy,ITA,Southern Europe,"Slide (land, mud, snow, rock)",,,,29900,Km2,,,,"Noncello. Po, Lambo",2002,11,22,2,,10000,,10000,,20000,350000
2002-0376-RUS,2002,376,Natural,Hydrological,Flood,Flash flood,1,Kill,Russian Federation (the),RUS,Eastern Europe,"Slide (land, mud, snow, rock)",,,5018,224600,Km2,,,,"Kuban, Malka, Baksan, Terek, Kardonik, Argun, Sundzha, Laba, Belaya, Urup and Fars.",2002,6,19,91,1200,329413,,330613,,,443000
2002-0171-SPI,2002,171,Natural,Hydrological,Flood,Riverine flood,1,Affect,Canary Is,SPI,Southern Europe,"Slide (land, mud, snow, rock)",,,,110,Km2,,,,,2002,3,31,16,30,400,,430,,,79923
2002-0553-FRA,2002,553,Natural,Hydrological,Flood,Flash flood,1,Affect,France,FRA,Western Europe,,,,,,Km2,,,,,2002,8,25,,,800,,800,,,
2002-0574-FRA,2002,574,Natural,Hydrological,Flood,Riverine flood,1,Kill,France,FRA,Western Europe,,,,,10480,Km2,,,,,2002,9,8,23,,2500,,2500,,398000,1190000
2002-0673-FRA,2002,673,Natural,Meteorological,Storm,Extra-tropical storm,1,Regional,France,FRA,Western Europe,,,,,,Kph,,,,,2002,10,27,4,3,,,3,,,1000
2002-0858-FRA,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,France,FRA,Western Europe,,No,No,,,Vaccinated,,,,,2003,3,21,1,,6,,6,,,
2002-0730-FRA,2002,730,Technological,Technological,Transport accident,Rail,1,Kill,France,FRA,Western Europe,,No,No,,,,,,,,2002,11,6,12,9,,,9,,,
2002-0001-FRA,2002,1,Technological,Technological,Miscellaneous accident,Fire,1,Kill,France,FRA,Western Europe,,No,No,,,,,,,,2002,1,2,12,9,,,9,,,
2002-0012-FRA,2002,12,Natural,Hydrological,Flood,,1,Affect,France,FRA,Western Europe,,,,,,Km2,,,,,2002,1,,,,180,,180,,,
2002-0712-FRA,2002,712,Natural,Meteorological,Storm,,1,Affect,France,FRA,Western Europe,,,,,,Kph,,,,,2002,11,18,1,,250,,250,,,
2002-0488-GBR,2002,488,Natural,Hydrological,Flood,Riverine flood,1,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,60,Km2,,,,,2002,8,10,,,250,,250,,,
2002-0774-GBR,2002,774,Natural,Hydrological,Flood,Riverine flood,1,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,"Lossie, Mosset Burn, Divvie, Spey, South Esk, Dee, Isla, Rivers: Exe, Stennac, Middle and Lower River Stour",2002,11,14,,,300,,300,,,
2002-0671-GBR,2002,671,Natural,Meteorological,Storm,Extra-tropical storm,1,Regional,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,155,Kph,,,,,2002,10,26,7,,,,,,250000,400000
2002-0858-GBR,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,No,No,,,Vaccinated,,,,,2003,3,1,,,4,,4,,,
2002-0433-GBR,2002,433,Technological,Technological,Transport accident,Air,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,,,,,,2002,7,16,11,,,,,,,
2002-0051-GBR,2002,51,Natural,Meteorological,Storm,,1,Waiting,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,200,Kph,,,,,2002,1,28,7,,,,,,,50
2002-0463-GBR,2002,463,Natural,Hydrological,Flood,,1,Affect,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,,,,,2002,7,20,1,,200,,200,,,
2002-0757-GRC,2002,757,Natural,Geophysical,Earthquake,Ground movement,1,Affect,Greece,GRC,Southern Europe,,,,,6,Richter,37.747,21.087,6:59,,2002,12,2,,17,150,,167,,,
2002-0694-GRC,2002,694,Natural,Hydrological,Flood,Riverine flood,1,Kill,Greece,GRC,Southern Europe,,,,,,Km2,,,,,2002,11,7,,,210,,210,,,
2002-0764-GRC,2002,764,Natural,Hydrological,Flood,Riverine flood,1,Declar/Int,Greece,GRC,Southern Europe,,,,,,Km2,,,,,2002,12,6,,,,,,,,
2002-0806-GRC,2002,806,Natural,Hydrological,Flood,Riverine flood,1,Declar/Int,Greece,GRC,Southern Europe,,,,,,Km2,,,,,2002,12,27,,,,,,,,
2002-0222-GRC,2002,222,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2002,4,17,27,,,,,,,
2002-0797-GRC,2002,797,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2002,12,19,12,,,,,,,
2002-0003-GRC,2002,3,Natural,Meteorological,Storm,,1,Declar/Int,Greece,GRC,Southern Europe,,,Yes,,,Kph,,,,,2002,1,4,2,12,,,12,,,
2002-0777-GRC,2002,777,Natural,Hydrological,Flood,,1,Affect,Greece,GRC,Southern Europe,,,,,,Km2,,,,,2002,12,13,,,180,,180,,,
2002-0293-HRV,2002,293,Technological,Technological,Transport accident,Water,1,Kill,Croatia,HRV,Southern Europe,,,,,,,,,,,2002,5,13,11,,,,,,,
2002-0506-HUN,2002,506,Natural,Hydrological,Flood,Riverine flood,1,Affect,Hungary,HUN,Eastern Europe,,,,,,Km2,,,,,2002,8,7,,,1430,,1430,,,30000
2002-0389-HUN,2002,389,Technological,Technological,Transport accident,Road,1,Kill,Hungary,HUN,Eastern Europe,,,,,,,,,,,2002,7,1,19,32,,,32,,,
2002-0773-IRL,2002,773,Natural,Hydrological,Flood,Riverine flood,1,Affect,Ireland,IRL,Northern Europe,,,,,,Km2,,,,Tolka,2002,11,14,,,300,,300,,,
2002-0858-IRL,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,Ireland,IRL,Northern Europe,,No,No,,,Vaccinated,,,,,2003,2,27,,,1,,1,,,
2002-0680-ITA,2002,680,Natural,Geophysical,Earthquake,Ground movement,1,Affect,Italy,ITA,Southern Europe,,,,,4,Richter,37.67,15.267,11:02,,2002,10,29,,9,,1000,1009,,,
2002-0882-ITA,2002,882,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Italy,ITA,Southern Europe,,,,,6,Richter,38.381,13.701,,,2002,9,6,2,,,,,,,500000
2002-0357-ITA,2002,357,Natural,Biological,Epidemic,Viral disease,1,Affect,Italy,ITA,Southern Europe,,,,,,Vaccinated,,,,,2002,6,,3,,9997,,9997,,,
2002-0858-ITA,2002,858,Natural,Biological,Epidemic,Viral disease,1,Affect,Italy,ITA,Southern Europe,,No,No,,,Vaccinated,,,,,2003,3,12,,,4,,4,,,
2002-0141-ITA,2002,141,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,No,No,,,,,,,,2002,3,8,50,,,,,,,
2002-0586-ITA,2002,586,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2002,9,14,34,,92,,92,,,
2002-9298-ITA,2002,9298,Natural,Climatological,Drought,Drought,1,Declar,Italy,ITA,Southern Europe,,,Yes,,,Km2,,,,,2002,5,,,,,,,,,
2002-0472-ITA,2002,472,Natural,Hydrological,Flood,,1,SigDam,Italy,ITA,Southern Europe,,,,,,Km2,,,,,2002,8,4,,20,,,20,,10000,296000
2002-0696-LUX,2002,696,Technological,Technological,Transport accident,Air,1,Kill,Luxembourg,LUX,Western Europe,,,,,,,,,,,2002,11,6,20,,,,,,,
